clean_comments,label
siuuuuu respect button ducky bhai,0
lets vote new super bike,0
best thing ducky bhai k vo hamain bta daty hain k surprise wali video din main hi aa jaye gi,0
shaa allah beautiful couple sada khush rehein aameen,0
quran best books,1
love india,0
voting ignoring aroob hours,0
ducky bhai apna fortuner li ha congrats,0
mashaallah allah nayi gari naseeb kre,0
emotions valid get attached things,0
lets vote ignoring arood,0
ducky bhai hamain pta lag gya surprise ka tiktok par aik bande ne video daali hai fortuner,0
legender congratulations,0
zabardast vlog,0
lets vote ignoring shibbu hours,0
allah apko sy achi gariyn dega sha allah allah bless saad bhai,0
lets vote ducky aroob meet romaisa khan,0
always ducky bhai imagine daku watching video returning ring ducky bhai,0
fun fact day incomplete without duckys vlog,0
fun fcatday incomplete without ducky vlog,0
million joke respect button ducky bhai,0
sad see memories stolen cheer move important lifekeep smiling matter,0
imagine thief watching video returns ring,0
proud part ummat e muhammad saw,1
daily vlog joke respect button ducky bahi,0
day incomplete without vlog matter duration vlog end really fast addictive,0
congragulations ducky bhai crossing billion views,0
million joke respect button ducky bahi,0
getting married person love real blessing,0
hats n every one comes within seconds see vlog soon posts,0
aw man im devastated shedding tears wish could help somehow pray may find filthy robbers importantly engagement ring bhabhis inshaallah hope wake soon notification found ring much love power,0
hows watching vlog uploading new ring vlog legends,0
quran best books,1
day incomplete without vlog love dubai,0
lets vote saying yes aroob hours,0
man facing many difficulties life still entertaining us,0
lets vote saying yes father hours,0
joke respect button ducky bhai,0
imagine jeweller designs ring says ducky ring,0
day incomplete without vlogs,0
kon kon hazrat muhammad saw sa pyar krta ha,1
always ducky bahi love lahore,0
dude earned even lost video,1
imagine thief watching video returns ring,0
always ducky bhai,0
day incomplete without ducky vlogs,0
duchy bhai congratulations cross million views subscriber joke,0
proud part ummat muslins,1
ducky bhai congratulations billionsm views youtube channeland advance congrats subscribers ducky bhai pakistani youtuber achieve feat,0
always ducky bhai,0
aoaducky bhai feeling sad guys inshaallah allah apko iss say bohat ziada degawe support every stepplz keep things safe know guys keep things safety still care important,0
guy touch subscribers easily first deserving diamond play button coming soon inshallah,0
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
respect button ducky bhai,0
ducky leave give wife new ring love,0
congratulations duky bhai billion cross views,0
emotional situation jab ducky ko sad dekhaa haye,0
proud part ummate muhammad saw,1
proud part ummate muhammad saw,1
lets vote saying yes daku hours,0
proud part ummat muslims sad part keep,1
brotherdont worry allah give shah allahin tension forgot todays date,0
ducky bhai lovers feel happiness every day vlog,0
chor watching duckys video like achaaaa ye nahi uthana tha batatay sahi yaar,0
imagine daku watching video returning ring ducky bhai,0
ducky bhai legend comes roasting videos pure gold,0
allah aroob ko sabre jameel atha karey,0
proud part ducky bhai gang,1
lets vote saying yes mother hours,0
ducky bhai forget bad memories like bad dream keep always smiling,0
ducky bhai gifted duplicate engagement ring aroob turkey,0
life first time ducky bhai ko serious dekha h realised really best husband way supports wife mattter didnt like man coz past abusive videos even mere ghr wale dekhne ni dete ducky bhai k vlogs late night dekhti hun jab jate sb present real changed lot may allah bless,0
proud part ummat e muhammad saw,1
proud ummati muhammad saw,1
brother dont worry things happy,0
congratulations billion views youtube always grow,0
proud part muhammad,1
ducky bhai stay strong difficult time,0
always u duck bhai,0
security ur family ur first priority hope u ppl get ring back,0
always u inshallah youll mrbeast u hit million,0
congratulations ducky bahi success billions views,0
lets vote ignoring aroob hours challenge,1
ducky bhai congrats billion views,0
dont sadallah made things better,0
sometimes tend think influencers perfect lives important remember dont see personal struggles lives lets appreciate work make even better celebrating others success wishing well focusing growth lead contentment selfimprovement,0
ducky bhai aroob baji dont sad u people u hope ring back belive allah cry conversation god bless u take care bye thank u entertain us love u,1
daku smiling cornor,0
lets vote saying yes mama hours,0
engagment ring sa zyada ap dono ka bond hy allah pak ap dono ko hmeesha khush rkhy ameen,0
fun fact chor also watching vlog,0
ducky person legend,0
dont worry guys,0
dakoo watching vlog sucessfully,0
feels proud umat e muhammad saww,1
inshallah get ring prayer saad bhai dont worry firm faith allah something good case dont sad inshallah get ring back soon prayers always youduckybhai,0
congratulations billion viewslove chakwal,0
daku like time visit ducky bhai house,0
st time seeing u guys sad happy love u allah give u aruba missed ur smile video,0
lost gold jewlry days wedding still n half year cry whenever see drawer someone wearing engangment wedding jewls left nothing,0
allah pak aap logon isse bhi zyada dega inshaallah respect button ducky bhai,0
give ring surprise shell love definitely new memory bhi created,0
billion books quran favorite book,1
ducky bhai allah always,0
thats like man man dont show sad feelings always entertain us uh always fav bro,0
magine daku watching video returning ko ducky bhii,0
saad seeing dont worry bro find inshaallah ignore idiots hate say content nahi tha true subscribers always support help done part uploaded certain website goes right hear good news soon,0
heavy duty wall bolted lockers necessary every home tiny personal ones expensive,0
man never fails entertain us whos agree vote,0
nan,0
dont worry ducky allah give,0
congratulations bro videos b views,0
proud ro umatte muhammad saw,1
ducky bahii dont worry love much nd lots respect aroob whole family always even tge world,0
imagine daku big fan ducky bhai,0
ducky bhai dont worry thankful allah almighty saved big loss may allah pak protect us situation ameen,0
koi na ducky bhai bad phase tha wo chale gaya keep happy,0
lets vote ignoring aroob hours challenge,1
dil ko sakoon milta hai quran sun kr,1
vote ignoring aroob hours,1
love allah,0
lets vote ignoring aroob hours,1
love allah pak,0
ducky bhai never fail laugh us,0
lets vote saying yes father hours,0
minutes must peace full duckys life,0
hahaha way came back directly went duckys mom sweeet,0
ducky bhai never disappoints fans,0
shame ducky forgetting aroob saloon,0
lets vote saying yes mom hours challenge,0
literally sad due family problems started watch vlog mood fine cant believe,0
lets vote ignoring aroob hours challenge,1
proud muslim,1
day incomplete without vlog,0
proud part ummat e muhammad saw,1
lets vote ignoring aroob bhabhi hour,1
day incomplete without ducky vlog,0
feel proud musliumlove india,1
lets vote ignoring aroob hours challenge,1
day incomplete without vlog matter duration vlog end really fast addictive,0
proud part ummat muhammad saw,1
proud ummati rasool saw,1
lets vote mom saying yes hours,0
lets vote ignoring aroob hours challenge,1
proud part ummat e muhammad saw,1
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
lets vote saying yes mother father hours,0
loves allah,0
day incomplete without vlog,0
ducky viewers feel happiness vlog,0
lets vote ignoring aroob hours challange,1
fun fact everyone found channel randomly started watching regularly,0
day incomplete without vlog,0
day incomplete without videos,0
unexpected,0
best moment vlog,0
lets vote ignoring aroob hours,1
dadi like kis janwar se paal para hai,0
proud part ummte muslima,1
proud part ummatemuhammadsaw,1
lets vote ignoring aroob hours,1
lovely family best vlog ever,0
best vlog ever old audience,0
proud part ummate muhammad saw,1
lets vote ignoring aroob hours,1
lagta hain duckey bhai nay jo wo kan say nikala tha lagta hain wo aroob ki memories thi,0
vote ignoring aroob hours,1
lets vote aroob ignoring hours challange,0
man never fails entertain us whos agree vote,0
lets vote aroob hours,0
ducky entertain us different ways,0
lets vote saying yes hours,0
lets vote saying yes brother hours,0
lets vote ignoring aroob hours challenge,1
proud part ummat e muhammad saw,1
ignoring aroob hours challenge,1
hahhaa un expected vlog vlog year,0
congratulation billion views complete channel,0
lets vote irretating aroob hours,0
lets vote ignoring aroob hours challenge,1
vote ignoring aroob hours,1
sigma male award goes ducky bhai,0
proud part ummat e muhammad saw,1
yr way ignoring saad another type entertainment nice yr,0
love allah,0
lets vote ignoring aroob hours challenge,1
ducky like chalo content tou mila,0
mins ducky bhai looks relaxed,0
lets vote saying yes hours aroob challenge please,0
love realationship aroob n saads mama mashallah,0
lets vote ignor aroob hours challenge,0
finally thats ducky bhai know,0
ducky bhai please dont stop daily vlogs w vlogs,0
love allah,0
take care wife pure kind hearted lady also beautiful please respect lot,0
two mintues silence believe scripted,0
ducky bhaii please introduce us grandmother looks ignored sitting wheelchair side time,0
forget wife,0
one expect ducky bhai timing,0
lets vote ignoring aroob hours challenge wants challenge,1
lets vote aroob ignoring hours challenge,0
allah tala ducky bhai ki ami jesi sab ko saas dain ameen mujhy start say bhtt achi lgti bhtt cute hain,0
proud part ummat saw,1
proud part ummat e muhammad,1
scene,0
lets vote saying yes mama,0
proud part ummat e muhammad saw,1
lets vote ignoring aroob hours challenge,1
best part,0
let vote ignoring aroob hours,1
lets vote saying yes aroob hours,0
shame ducky forgetting aroob saloon,0
beauty quran change messagebut messeage change,1
congratulations billion views,0
duckys vlog incomplete without aroob,0
hours aroob leaving challenge,0
today funny vlogg,0
haseeb bhai youtube channel httpswwwyoutubecomhnbusinessstartup must visit hn foods best desi taste lahore location near saltn pepper village restaurant b mm alam rd b gulberg iii lahore,0
guy radiates much positive energy tendency uplift everyones mood,0
proud part ummat e mohammad saw,1
lets vote saying yes mother hours,0
proud part ummat e muhammad saw,1
proud part ummat e muhammad saw,1
proud muslim,1
wow ducky bhai susral stories never fail make laugh,0
youtube life changer tiktok gender changer afridi game changer ducky bhai mood changer,0
lets vote ignoring prank aroob bhabi hrs,0
proud part ummat e muhammad,1
one best dude whenever achieves something never gives credit always respect us audiences must team always polite video congratulate ourself achievement come everything comewre always,1
quran favourite book,1
proud ummat e muslima,1
proud part ummat e muhammad saw,1
ducky bhais roasts hilarious love humorously takes various internet personalities trends,0
vote ignoring aroob hours,1
lets vote ignoring prank aroob hours,0
proud part ummat e muhammad saw,1
proud part ummat e,1
lets vote ignoring aroob hours,1
lets vote ignoring aroob hours,1
man never fails entertain us lets whos agree vote,0
recently accident watching videos helping recover injuries wanted say keep great content,0
billion book quran favorite book,1
think mothers shouldnt interfere husband wife relations specially r living happily,0
lets vote saying yes mother hours,0
lets vote saying yes mother hours,0
lets us vote ignoring aroob hours,1
guy never disappoints us keep love swat,0
ducky bhai love india,0
aroob ki amma sy kaho aur kitna khush rakhy ga apki beti ko aise zindagi tou ussny apny khuwabon mai bhe nhi soocho hogo,0
proud part muhammad,1
lovely couples crazy love ducky bhai,0
cute fan moment mashallah,0
pak army zindabad allah swt grant highest rank jannah sacrificed todays tomorrows,0
proud ummat e muhammad saw,1
lets vote saying yes father hours,0
lets vote ignoring aroob hours,1
cute couple say masha allah,0
proud ummat hazrat muhammad saw,1
aadhi dunya ghuma di hai beti ko maa phr bhi kehh rhi naraz hun waahsubhan allah,0
sweet bothyou guyz bring smile everyones face may allah bless ducky bhai ka log daikhey baghair din adhora hai regular viewer n brother,0
respect button ducky bhai,0
proud ummat e muhammad saw,1
sound effect always makes laugh,0
legends understand love ducky,0
little girl adorable much love,0
proud part ummate muhammad saww,1
cute comverstaion aroobs mother duckysaad,0
allah ap dono ki jodi hamesha salamat rkhay,0
little girl cute talks cute please bring vlogs could,0
aisi koi bhi baat nahi ducky bahi bohat zyada khyaal rakhta hai aroob ka,0
lets vote ignoring aroob hrs,1
everything temporary mene nashta nahi kiya howa permanent,0
mashallah look good together stay happy healthy stay blessed,0
ducky bhai aap naah meri baat sunen vlog daily ana chahiye india mein content creators ki kami nahi phir bhi puri family humari aapka vlog dekh kar e soti uska kuch khayal karen next time galti honi nahi chahiye love india,0
fun fact everyone found channel randomly started watching regularly,0
let vote ignoring prank aroob hours,0
proud servent umtii prophet saw whos proud day,1
say yess muneeb hours,0
quran best books,1
ducky bhai congratulations views videos,0
hn business ducky bhai k k still counting power ducky bhai love,0
cute couple mashallah,0
lets vote ignoring aroob hrs,1
one day strt watching tour vlog addicted,0
old ducky bhai back,0
university vloginig one king legend ducky bhai love,0
humble mama jan,0
missing ducky bhai,0
mahsallah u love gojra,0
love couple love pakistan,0
lets vote ignoring aroob hours,1
vote ignooring arob hours,0
cutest couple,0
lets vote saying yes mother hours,0
lets vote saying yes sas susar hours,0
ducky bhai one thing must suggest mentioned vlog eye issue please use lotepred forte barnep drops one day cope bacterial load use rose water use lukewarm water gently rinse affected eye common issues days pink eye aka eye flu facing many cases nowadays dont worry red spot mentioned remnant infection dont worry inshaallah shall fine thank,0
lets vote saying yes aroob h,0
first person pakistan whoos gon na lift diamond play button bro always support keep bro keep growing keep loving us love,0
kitna pyaar karti hai aroob love actions like ke usne ducky bhai ka diya hoa bag har waqt pehna hota hai ducky bhai lucky,0
proud part ummate muhammed saww,1
lets vote revel rd brother,0
love u ducky bhaialways love vlogs love iran,0
mashallah cuties,0
lets vote ignoring aroob hour,1
kya ducky bhai vlog tu regular dala kro na mazza ata dekh wo zara garmi hai apki video dekh ke thand ho jati hai plz yaar vlog regular dala karo humble request,0
proud part nabi pbuh,1
lets vote ignoring aroob hours,1
respect hasseeb bhai preferred look aroob describing food even holding camera,0
beautiful vlogs,0
lets vote saying yes baba op,0
alllah apko sehat da ducky bhi hamasa hasta muskara raho ameeen,0
ducky daily fan understand every night,0
lets vote ignore aroob hours,0
love ur vlogs enjoy lot,0
love quran,1
respect ducky arroob,0
allah pk ap dono ko aisy hi khus raky ameen sister brother mashshalla,0
lets vote ignoring prank aroob hrs,0
proud part ummat e muhammad saw,1
looking like wholesome entertaining vlog bonding vibe together matching ducky aroob iqra areeb,0
proud part ummat muhammad saw,1
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
proud part ummate muhammad saw,1
day incomplete without vlog,0
million joke respect ducky bhai,0
never fail make us laugh,0
aroob wife type material,0
proud part ummat e muhammad saw,1
man never fails entertain us whos agree vote,0
yaaar itna ziada bohat dino k bad hans raha hun thank soo much ducky bhai,0
allah apki ammi ko lambi zindagi dy,0
guy never disappoints us keep love swat,0
everyone appreciate efforts atleast like way u cooked unique dessert,0
thanks love support guys love ducky bhai se piyar kate hai,0
guy never disappoints us keep love swat,0
ducky fan feel happiness every vlog,0
ducky never fails make us laugh bht dino bad hnsi ayi,0
lets vote saying yes new couple,0
sab ko eid millad un nabi mubarak kush rahain khushiyan bantain,0
millon subscribers joke respect button ducky bahi,0
lots love support ducky bhai anybody didnt like dish cant make food properly love videos good youtuber ia reach million subscribers,0
ducky fan feel happiness every vlog vloging daily basis easy task respect button ducky bhai,0
haha best reaction ducky bhai leaving home best sence,0
proud muslims,1
lets vote saying yes aroob hours,0
guy never disappoints us keep love rawalpindi,0
love allah tala,0
million joke respect man,0
ducky bhai never disapoints viewrs,0
sistrology ducky bhai fans feel happiness vloges,0
day complete vlog,0
allah hamesha khush abad rakheameen,0
proud part ummat e muhammad saw,1
yaar suchi emotional hogya tha ducky bhai ki emotional acting dekh k,0
proud part ummat e muhammad saw,1
mera mood bhot kharab tha ducky bahi thank u much make happy smiling,0
lets vote say yes father hours,0
dont whenever cook someone tell act didnt like duckys food,0
vote saying yes ducky bhai mom hours,0
dil khush kr dia bhai bht maza ka volg thand end scene ducky bhai left house amazing,0
ducky bhai u always keep happy ever sad love u,0
acting review sweet dish amazing hats ducky bhai,0
dirty remake kissing acting pure melody,0
lets vote ignoring prank aroob hrs,0
first youre inspiration second youre king vlogging asli badshah vlogging last day incomplete without vlog,0
lets vote saying yes middle brother,0
aroob cutee,0
lets vote saying yes aroob saad next hrs,0
ap sab ki khushiyaan update ho k mazeed barhti rahain ameen main apny vlogs ap se inspire ho k banati hun thank,0
proud part ummate muhammad sa,1
love aroob toooo cute masha allah,0
ducky bahi videos always change mood cant stop laughing stay blessed,0
favorite youtuber saad bhai daily watch ur vilogs stay blessed apki videos dakh k bht acha lgta hai motivation fun sa full hoti hai,0
one day vlogs legend,0
favorite,0
aoa advance eid melad dun nabi mubarik ho muslims,1
ignoring aroob hours love vlogs,1
ducky bhai mood se happy krdeta,0
lets vote spending time mom shopping,0
saads reaction jab iqra ne kaha ke acha nahi banaya,0
every thing temporary saad ka iqra ko title sistrology wali iqra khna permanent,0
saads acting sad part phenomenal,0
sad moments always cute,0
tu kya hua agar meetha banana nahi ata bewakoof banana tu ata hai line epic,0
part awesome cant stop laugh,0
love much shazada veer love jhelum punjab,0
proud ummat hazrat muhammad pbuh,1
lets vote saying yes mother hours,0
lets vote saying yes muneeb hours plzz,0
r inspiring us cooking videos,0
arrob eyes saad trying food look soo cute,0
lets vote reunion ducky nani wala,0
proud part ummate muhammad saw,1
ducky never miss opportunity entertain us,0
lets vote ignoring prank aroob hrs,0
nice dish bni ha ducky bhai na taste,0
muneebputing finger nose guestswe full,0
miss old roasting videos saad bhai used,0
proud part ummete muhammad saw,1
really fun vlogs every day watch,0
bohat hi maza aya dekh kr aroob ki smile awesome sha allah,0
jashan e eid ul milad ul nabi mubarak ho,0
arooob ap bht pyari ho ducky bht lucky hai,0
muneeb cutie,0
mood aa ho jata hai ap ka volg dkh kr muneeb ko volg zda sy zda liya gy muneeb funny,0
ducky bhai reaction iqra giving reviews sweet dish,0
ducky bhai making vlogs one day genius,0
lets vote ignoring aroob hours,1
lets vote second marriage prank aroob,0
yarr cant control laugh,0
beautiful vlogs,0
ducky bhai keep bro one day inshallah u reach million subscribers like pewdipie mrbeast best wishes ducky bhai r always u love u ducky bhai,0
wants ducky bhai take full tour bahria town lahore,0
zabardast mujh achank se hasi agai aroob said bewaquf banana atta hai tumhai,0
jab jab mai nay daka mary face pr smile ayi aap ke waja say ducky bhai u r super super best man allah aap ko booth khush rakay aap ke waja say mary face pr smile ayi hai,0
proud part ummat e muslima,1
lets vote saying yes aroob hour,0
instagram httpswwwinstagramcomduckybhai link httpsbitlyducky promo code ducky,1
proud ummati muhammad pbuh,1
proud part ummat e muhammad saw,1
billion books quran favorite book,1
literally born entertain us,0
proud part ummate muhammad saw,1
proud part muhammad,1
proud muslims,1
proud part muhammad umate,1
fun fact ducky never fail entertain us,0
lets vote ignoring prank aroob hrs,0
man never fails entertain us whos agree vote,0
excitement video contagious im already looking forward next one keep spreading positive vibes culinary inspiration,0
lets vote saying yes mother hours,0
million subscriber joke respect man,0
lets vote saying yes mother hours,0
duckys vlog literally incomplete without saying mazedaar,0
proud ummati muhammad pbuh,1
proud ummati muhammad saw,1
ducky bhai fans feel happiness vlogs,0
whenever watch ducky bhai vlogs face automatically become smily years subscriber,0
everything temporary ducky aroob lines ke hum ne subha ka nashta nhi kiya hua vlogs permanent,0
ducky fans feel happiness every volg,0
lets vote saying yes mother hours,0
lets vote ducky bhai ignoring aroob hours,1
day incomplete vlog,0
proud ummat muslins,1
proud part ummarte rasoolsaww,1
auntie saying abhi kitchen saaf kr ke hati ho tumne phr ganda kr dena epic,0
proud part ummete muhammad saw,1
u r great bro n ur wife mashallah stay blessed,0
ducky bhai fans feel happiness vlog,0
bro vlogs one day think parallel universe,0
lets vote ignoring aroob hours,1
lets vote ignoring aroob hours,1
mashaallah,0
day without complete ducky bhai vlog,0
apni wife ki respect kren tameez se baat kia kren aroob se,0
aroob says bicharo ka kya faida hoga hurts,0
allah aap sab ko kamyeab karay,0
lets vote ignoring aroob hours,1
proud indian,1
shaa allah beautiful family sada khush rehein aameen,0
arooob sweet mashaallahducky ur lucky waqaishes jolly nice humble larki,0
mashallah,0
make day,0
nice,0
lets vote smoking prank wife,0
lets vote talkingsoftly aroob whole day,0
ducky bhais plans get food instead making,0
day vlogssnacks juice hevean,0
superb vlog ducky bhai anxiously waiting see sweet dish ducky bhai lively jolly wonder aroob cooking delicate still im eager see cooking,0
thanks watching long story video enjoy,0
ap dono ki bonding mashallah bohat strong hy,0
aroob ducky entertaining super couple,0
duck bhai picked green colour bread pack placed trolley changed colour blue,0
ya allah aise vlog banane uski income se bacha jis mein apni maa behan beti dikha k views lena parain aameen,1
omg sound superbike,0
mashallah cute,0
lets vote saying yes mom hours lets whos agree vote,0
love outro,0
yeh aroob kitni pyaari h yrr,0
ducky bhai funny jb k vlog dekh kar face pe smil ajati hai,0
nan,0
love india brother,0
back back motivation,0
lots love afghanistan,0
quran best books,1
mashallah,0
waiting ur vlog big fan u ducky bhai best couple ever stay happy always,0
happy eid milad un nabwi saw,0
mashallah may allah keep happy,0
love video without seeing video day incomplete,0
love respect,0
aroob bohut piyari hai mashaallah,0
lets vote transform full shopping muneeb,0
saying yes mother hours,0
allha ap ki joori hamysa slamt rakyy hamysa khush rkhana amen,0
ducky bhai hmra ya faida hota hai ke apka vlog dhek kr khushi milti hai love ducky bhai,0
ducky bhai funny,0
proud hindu,1
aroob smile cute,0
saad bhai sha allah apky million subscribeers ho jaegy,0
eid announcement still lying ducky bhais fridge,0
aroob actually cutest girl,0
beautiful vlogs,0
mashallah balochistan,0
hahaha great man yr stay blessed,0
zabardastkal ka wait rahey ga good job,0
mashaallah always keep smile,0
aroob say want home grocery ducky bhai say much free actually sorry joke please dont mind love,1
vlogs day,0
proud ba part ummate muhammad saw,1
ducky bhai good job upload like videos everyday fun watch ur videos,0
saad bhai stairs waited meme,0
loves allah quran,1
love qatar wait coming qatar,0
nice vlogs always,0
bhi nimaz paro allah ko yad rakna,0
anty reaction superrrrrr,0
instagram httpswwwinstagramcomduckybhai,0
fun fact never fail make us laugh,0
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
dont pray love pray cars love bd bhai,0
congratulations ducky bhai,0
lets vote saying yes mother hours,0
ducky never fails make us laugh coolest content man shall youtuber year year tooo,0
ducky fan feel happiness every vlog,0
real car lovers understand,0
million subscriber joke respect button ducky bhi,0
congratulations ab tind kro,0
respect button ducky bhai,0
motivation us,0
proud part ummat e muhammad saw,1
congratulations million subscribers,0
best scene vlog,0
loves hazrat muhammad saw much,1
millon subscribers jokerespect button ducky bahi,0
man loves cars girls,0
man never fails entertain us whos agree,0
congrats bro subs,0
lets vote saying yes brother hours,0
lets vote ignoring aroob hours,1
ducky bhai never disappointed love vlogs nice driving aroob,0
funniest vlog ever cute couple always,0
anyone noticed aroobs face ending vlog,0
aroob looking extraordinary cute,0
lets vote ignoring prank aroob bhabi hours,0
proud u,1
never fail make us laugh,0
nice,0
im indian love watching vlogs,0
legendary mera bhi yahi answer hai,0
thanks love support guyslove,0
ducky loves car wife,0
funniest clip,0
ducky bhai love audi,0
bundle loves aroob api big love big respect,0
proud part ducky bhai vlog gang,1
lets vote ignoring aroob hours,1
proud part ummat e muhammad saw,1
beauty quran change message message change,1
masha allah great achievement short period time,0
aroob cute natural,0
lets vote smoking prank wife,0
funny driving saad overacting superb,0
ducky bhai love proud support pakistan every sports event ap india zaroor jao gy hum apko pohanchain gy udher ia,1
loves hazrat muhammad saw much,1
loving caring,0
make fun fun vlogs hes entertaining,0
allah great,0
lets vote saying yes mother hours,0
type content shown national tv youth learn nations made amazing life saving content,1
allah pak dono ko hamesha khush rky ameen,0
bond mashallah,0
dunky respect button,0
nxt lvl peace watching ur vlogs,0
aroob soo cute,0
proud gari,1
muhammad saw,0
aroob driving car whole clip ducky bhai ka dill muhh ky zaryie bahir aa rha tha,0
love much shazada veer love jhelum punjab,0
day incomplete without ducky bhai vlog,0
mashaallah beautiful couple hmesha shaad abad rahein ameen saad bhai zindabad,0
vote saying yes aroob hours,0
bhai main bhi vlogger hun india se hu apko dekhkar mujhe bahot achcha lagta hai r best vlogger bro love india,0
waisay person drives new type car new car nervous loved aroobs confidence driving e tron gt confident,0
ogs know happend years ago roundabout lol,0
andomly found ur channel nd got addicted pure din dekh kr hasti rhti hu u r funny ducky bhai love india,0
ducky bhai ka vlogs dakh ka mujha eye flue ho gaya,0
saying yes mother hour,0
pakistan biggest brand equal great ducky bhai,0
noticed ducky k views ab shehar dehat ko b cross kr chuky han,0
aroob aur saad masha allah stay blessed happy health wealthy,0
please qatar aao ducky bhai welcome qatar,0
beautiful vlogs,0
best ever vlog ducky bhai channel etron aroob fire,0
best part,0
bhai allah tujhe khush rakhna aise muskurate raho hansate raho ham logon ko,0
proud part nabi pbuh,1
proud part ummat muhammad saw,1
proud part ummat e saw,1
proud part ummate muhammad saw,1
proud part ummat muhammad saw,1
guy never fail entertain us,0
happy aroob got compliments got drove first time islamabad lahore proud aroob,1
incomplete day without vlogs,0
ducky never failed entertain us,0
ducky literally born entertain us,0
lets vote saying yes mother hours,0
lets vote saying yes father hours,0
guy never disappoints make entertainment,0
proud part muhammad,1
man work hard making daily vlogs respect button ducky bhai,0
incomplete day without funny vlogs bhai,0
many congrats iqrah marriage great destination wedding,0
allah dono ki zindagion man mazeed khushiya ataa fermaye,0
lets vote saying yes brother hours,0
man never fails entertain us whos agree vote,0
aroob saad bestest couple anyone could ask like seriously caring never talk voice high unless joking,0
proud part ummat e muhammad alhamdulillah,1
way ducky bahi care zainab caring like brother,0
day incomplete without ducky bhai vlogs,0
cutest moment way ducky taking care zainab like sister,0
loves hazarat muhammad saw much,0
good see fine pray lot love sweden,0
love allah like,0
proud part umatte muhammad saw,1
ducks always gives people smile,0
allah aroob jaisi pyari biwi sub ko daay ameen,0
stay blessed saad bhaai aroob best couple ever hamesha khush rahain aur doosron ko bhi khush rakhain apnay vlogs say,0
masha allah great achievement short period time,0
raise hand youve watching ducky bhai long time,0
aroob sweet drove way islamabad areeb iqra called friend friend need help,0
millon subsciber joke respect button ducky bahi,0
itni takleef mein bhi ducky apanay viewers ko entertain kar raha hai love bro gifted quality enjoy even hardships,0
way ducky bhai taking care zainab treating like small sister heart warming,0
without vlogs day incomplete,0
respect ducky bahi increasing day day,0
lots love ducky bhais mamalike every mother pure affectionate lovelyshe responsible giving us happiness name ducky bhailong live ducky bhai mama,0
bhai ye aanko ki bimari moj par bi aa ghai allah se dugha mango allah aapki meri sare muselmano se ye bimari hata denge,0
thiss guy never disappoint make entertainment,0
respect button ducky bhai,0
aroob say allah kry na ho passport happiness,0
lets vote saying yes mother hours,0
beauty quran change message message change,1
ducky bahi fans feel happiness minutes vlog,0
nan,0
proud part ummat e muhammad saw,1
leta vote saying yes hours,0
love vlogs ducky bhai get well soon zainab shy,0
loves allah really like,0
ducky always best youtuber always make us laugh may live long,0
love much shazada veer love jhelum punjab,0
proud part nabi pbuh,1
congratulations million,0
lets vote saying yes aroob hours,0
kon kon enjoy karta hai daily vlogs,0
hamare dua ap ke sath hain get well soon ducky bhai bhabhi,0
initially didnt like videos fan true entertainer create humor every aspects life inherited mother sense humor,0
million joke respect button ducky bahi,0
nan,0
masha allah wife cute innocent,0
agreed ducky looking good glasses,0
lets vote saying yes mom hours lets whos agree vote,0
ducky bhaii uh bestest husband world uh lucky aroob life partner soo sweet,0
lets vote arrob saying yes saad,0
conditions wil healed soon dont worry chill,0
proud part nahi pbuh,1
aroob darling ur mothershes sucha nice soul soooo funny,0
proud muslins,1
congratulations million advance,0
lets vote ignoring aroob hours,1
ducky bhai next vlog bhej bor ho rha hu,0
sha allah cute couple,0
jai shree ram jai hind,0
happy see u back,0
ducky bhai youre gem may almighty bless,0
ducky bahi miss,0
aroob cute classes,0
allah apko sehat dy,0
raise hand watching ducky bai vlogs wedding,0
lets vote saying yes aroob next hours,0
ducky bhai love videos nikkah mubarak areeb bhai iqra api,0
wholesome,0
mashallah great vlog full entertainment amazing enjoyable video,0
mom comes secondsand wins heart vlessings,0
ducky bhi never fail intertain,0
dont worry ducky bhaii eye flue viral conjunctivitis apna ap hi thk hoga use eye drops nebralot eye drops olopat ds eye drops,0
born entertain us,0
mashallah allah ap dono ki jori salamat rkhe ameen,0
love vlogs,0
proud part ducky bhai gang,1
lets vote mariage prank aroob bhabi,0
big fan ducke bhai dont worry every thing ok,0
ducky bhai airline would cancelled ticket eye infection many passengers reported airline cancelled tickets infection aap khuwari say bach gaye,0
lets vote aroob ducky get well soon,0
proud part ummatemuhammad saw,1
thumbs arub,0
proud part ummate muhammadsaw,1
proud part ummate muhammad saw,1
respect motivation bring us daily vlogs instead sleeping long drive edited video us edit also made us new vlog entertainment pain imagine,0
dear iqreeb special day nikkah want send heartfelt wishes congratulations may allah bless marriage guide right path filled love joymay union blessed love understanding everlasting happiness talent passion touched hearts many know journey married couple incredible may continue inspire bring joy viewers also creating beautiful memories together wishing lifetime love success personal professional life,1
proud part ummate muhammad saw,1
love quran,1
proud part ummat muhammad saw,1
congratulations iqra areeb nikkah may new chapter life filled love happiness countless blessings,0
proud ummate muhammad saw,1
joke respect button ducky bhai,0
best part best couple made allah may bless saad aroob,0
proud part ummate muhammad saw,1
