clean_comments,label
sooooo happy to see these things pakistan is getting better,0
million subscriber is not joke respect button for ducky bhai,0
fantastic collab with the lovely chinese lady more of this to promote the country will b great,0
very well done ducky bhai its really an amzing moment that such projects are taking place in pakistan we hope it provides great ease to local public and pakistan achieves even greater succes,0
good broh m,0
this man never fails to entertain us lets whos agree vote now,0
saad really deserves this,0
next level confidence to vlog in a metro train hats off,0
a great step by ducky bhai for promoting these contents in pakistan,0
this man doesnt disappoint us ever,0
appreciate the content something positive about pakistan good for civilians to know it,0
thats why i love my country,0
loved this part,0
million subs is no joke everyone respect your brother,0
who is proud to be part of ummat muhammad saw,1
appreciate this content something positive in pakistan welldone ducky bhai,0
million subscribers is not joke respect button for ducky bahi proud to be pakistani big pankha ducky bhai love youuuu,1
who looked at the face of the ticket guy when ducky bhai bought ticket for noreen and he wanted to say him if he wanted the money back,1
respect button for little girl laughing,0
this is kind of vlogger i love a huge love for him,0
respect button for ducky bhai,0
million subscribers is not joke respect button for ducky bhi proud to be pakistan,1
appreciate ducky bhai also for cute chinese girl for learning and speaking our language,1
amazing video youre promoting our country so much,0
justice for the staff guy who gave his rs to ducky bhai,0
that calmiest ending is also love ducky,0
who ever made this project happen may allah bless them health and happiness ameenpakistan zindabad pakchina dosti paindabad,0
he never falis to entertain us,0
dicky brother may god bless you and keep working hard,1
good to see you promoting some good things of pakistan,0
vote for invite chinese friend at house for dinner,0
who is proud to be part of ummat e muhammad saw,1
who is proud to be a part of hazrat muhammad saw,1
thats called the real content,0
k views in hour is not a joke love you ducky bhai big fan,0
respect for ducky bhai,0
who is proud to be a part of ummat hazrat muhammad saw,1
its very good to see the development in lahore the stations the trains they are perfect according to pakistan and its covering a lot of area you can easily travel to any area in economical prices ab pakistan ka log isko agar sahi sa istemal karien tou baat ha overall acha project ha,0
itna proud feel hora h pakistan per and china per love to both,1
nice,0
no one can beat ducky bhai,0
so happy for aroob that ducky bhai said noreen api,0
who is proud to be ummat e hazrat muhammad saw,1
she is so kind and her urdu accent,0
million is not a joke respect button for ducky bhai,0
love the way ducky bhai is nice to everyone,0
jealous button for aroob bhabhi,0
mjhay nai pata tha humara pakistan itna pyara hai,0
may allah give ducky bhai and ducky bhai familys long life,0
this was really amazing,0
i also enjoyed ourange train journey when i came lahore it was just unbelievable,1
love to see pakistan is developing love from karachi,0
best vlog so far ducky bhai should do more of these type of vlogs promoting pakistan,0
proud to be a member of ducky bhai vlog gang,1
legends watch this scene live on sunday,0
very nice experience mashallah congratulations,0
vote for next month m ho jya gyaa,0
the day is incomplete without ducky vlog,0
pak china dosti zindabad more appreciation for you ducky bhai bestest vlog ever,0
who loves quran,1
st best thing i heard after years really appreciated pakistan,0
no doubt bro orange train is such a nice easy and affordable way of travelling pak china friendship zindabad,1
congratulations ducky,0
ducky bhai is like a food blogger,0
sab se best scene,0
lets vote for saying yes to mom fot hours,0
beautiful vlog kindly make a travel vlog every picnic and tourism place of lahore thanks,0
the way ducky say noorin appi,0
thanks to china for giving us so many and such a beautiful gifts which is very helpful for pakistan for building a nation pak china friendship is the example of friendship all over the world,0
,0
dear saad m subscribers is not a joke you have become face of pakistan this video is very helpful in promoting positive image of pakistan you must start making videos like this on weekly basis in which positive pakistan image is shown itnay kisi politician k voters nahe hotay jitnay you have subscribers ma so besides your daily vlogging jo jo acha hai pakistan k bare mein wo promot kar do and jo behtar hosakta hai usko highlight kar do,0
love this vlog by heart,0
a very good initiative pakistan needs more things amd development like this,0
greatest vlog of all time,0
much respect for that computer operator guy,0
ducky bhai is very confident and well spoken,0
love from mardan ducky bhai my dream is to meet you,0
this person is a master piece,0
inshallah one day i will also become like you big respect for you sir,0
i am shocked this is really in pakistan amazing,0
duckybhai that more of what we like to see from you ducky people have trolled you for cringe content but since this is something much bettter appreciation should given keep it up,0
who proud to be umat e rasool allah,1
thank you ducky bhai for making this good content and guys is the only me that dont understand what shes saying,0
i again miss the chance to meet ducky bhai,0
bhai you are besti really like your videosand daily watch your videosplz bhai logon k negative comments ignore krainar apni videos continue rakhiyei proud of you,1
childhood part httpsyoutubehflilavs instagram httpswwwinstagramcomduckybhai,0
good memories saad bhai credit goes to your father who recorded all these precious memories,1
respect for ducky bhais father he was blogging in,0
who is proud to be part of ummat e muhammad saw,1
who is proud to be a part of ummate muhammad saw,1
thats how fast the night changes hes watching his childhood videos and itll seem to him that this was just yesterday and now hes married time flies,0
million is not a joke respect for ducky bhai,0
he never falis to entertain us,0
he never fails us to make us laugh,0
one of the best about dude is that whenever he achieves something he never gives the credit himself he always respect us audiences that must and his team too he always polite in his all video we congratulate ourself for his achievement more to come and everything to comewre always with you,1
damn bro youre working so hard to gain m subs and were supporting you till m and after m subscribers that was a big decision to put vlogs instead of roasting videos and the vlogs are soo good that the day is incomplete without your vlog,0
lets vote for ignoring aroob for hours,1
memories never dies,0
proud to be muslims,1
fun fact day is incomplete without duckys vlog,0
he never fails to annoy us,0
lets vote for part of child hood,0
this man born to make history,0
lets vote for saying yes to ducky for going to india for watching world cup,0
million is not a joke salute this man who entertain us,0
one of the best video i saw of yoursmins silence for those who taught you were just a poor from a small town,0
ducky bhai never fails to make us laugh,0
imagine those lil kids with saad in childhood watch this vlog as a grown person,0
who is proud to be a part of muhammad saw,1
memories never dies right says,0
aroob i wish my son is like you ducky bhai nahiiii,0
ducky has a sister saadu kun was epic,0
your papa was the real vlogger,0
lets vote for saying yes to papa for hours,0
days incomplete without your video,0
his dad was a vlogger way before vlogging was a thing,0
who is proud to be ummati of muhammad saw pbuh,1
aroob epic reaction she understand what legend understand,0
legend noticed aroobs smile,0
lets stand for palestine,1
lets vote for ignooring aroob for hour,0
only ducky bhai fans can feel the happiness of every vlog,0
the way ducky give the intro was something else,0
millions is note a joke salute this man,0
mehrbani karke aroob ko bolo overacting na kare,0
breaking news ducky was more harami in bachpan than nowlove u saad bhai gulabi dil gulabi dil,0
we miss our childhood a lot,0
lets vote for ignoring aroob for hours,1
legends notice that ducky bhai has a sister,0
lets vote for saying yes to aroob for hr,0
old intro nostalgia,0
challenge go to japan again and again meet your all neighbors,0
i love feeling of nostalgia,0
lets vote part,0
ducky bhai its my humble request in japan where you used to live go visit your old place and show us where you used to live in,0
aroob sayso my wish my son just like you saad saysniiii,0
lets vote for next international trip in japan old home in japan,0
who is proud of be the part of ummat e muhammad saw,1
lets vote for saying yes to turab or sibtain for,0
mjy b aj e pata chala vesy love from pakistan islambad,0
millon subscribers is not a joke respect button for jani,0
from this video i came to an end aroob only know one english word and it is cute,0
lets vote for ignoring prank with aroob,0
lets vote saying yes to aroob for hours,0
lets vote for ignoring aroob for hours,1
heartwarming childhood videos,0
vote for ignoring prank with aroob for hours challenge,0
ducky childhood better then noww,0
never knew that you had a sister all the best for your work,0
now we know where he got his vlogging skills,0
we need old ducky bhai,0
bachpan bohat acha bachpan nazar aa raha hydil kerta hay kash humara bachpan b record hota hum esy hi dekh k enjoy kerty bohat acha laga saad ap ny request pori ki thanks,0
i am big fan of hazrat muhammad saw are you agree with me,1
i liked this vedio even before started watching itt bcoz i knew its going to be really fun,0
therapy is so expensive so i just watch his vlog,0
salute ur dad jinho ne ap ke itne hasin lamho ko record kia,0
you are so sweet as in your childhood and now as well you are so kind and lovable person thank you so much to give us time by through vlogs,0
aftet watching this yeto bachpan se hi ameer nikla,0
aroob being sus,0
lets vote for saying yes to aroob for hours,0
cute childhood memories,0
finally happy to see ducky on his previous seat,0
cute childhood memories,0
inshallah m pury hony wale hain waiting for clean shave,0
love you brother you are so funny in your child hood,0
aroob is too lucky to having such a loving and caring husband,0
so proud of you ducky bhaimay allah blesss you more,1
ducky bhai never fails to make us laugh,0
this vlog make me smile and i love itlots of love from punjab,0
thats really good thatsaad bhai is really being a man and hes providing best for his family when hes at his peak of success and also giving everything for his wife i wish he never ever face rainy days,0
lets vote for saying yes to your mama for hours,0
who is proud to be a part of umat e muhammadi saw,1
the day is incomplete without your vlog,0
congratulations for iphone bro,0
congratulations ducky bhai allah give you many more,0
i love allah,0
lets take the moment to appreciate how much effort he puts into the content for us this man never fails to entertain us lets whos agree vote now,0
this man never fails to entertain us lets whos agree vote now,0
congratulations saad bhai i am very happy for you allah gives you more and more happiness and succes in your life,0
congratulations ducky bhaii good blesss you,0
lets vote for saying yes to your father for hours challenge,0
allah apko or apki family ko buri nazar sy bachay congrats u and bahbi for iphone,0
congratulations ducky bhai for iphone pro max,0
ducky bhai youre so lucky and blessed k apky vlog se log kch time k liye e sahi pr life problems bhool jaty hain youre such a great motivation to start a new day with new energy allah bless you your fan,0
i literally wait for your vlogs until am love from multan,0
its cute when aroob say i wish my son is like you,0
who is proud to be a part of ummate muhammad saw,1
ma sha allah ma sha allah allah ap no ko salamt rakhein yeh surprise hmein b dein kbi hm b vlogging start kr skein,0
aroobs cuteness is another level,0
congratulations very happy for both of you,0
best content creater ever,0
allah make you both happy nd together forever,0
imagine ducky bhai giving you his pro max not possible,0
stay safe brother may allah protect you from evil eyes,0
who is proud to be a ummat e muhammad saw,1
who loves allah,0
ma shaallah bhai congratulations stay blessed stay happy stay successful amen,0
congratulations bhai u r my ideal i love your vlogsu give me motivation u r great brother,0
masha allah congratulations ducky bhai for pro max,0
aroob is getting cuter by the day,0
now i can finally afford iphone alhamdulilah,0
its feels good to see him daily,0
congratulations,0
so cute reaction by aroob she is so blessed to have a husband like you both of you made for each other see us,0
love you ducky bhai stay blessed and enjoy happy life,0
allah pak hamesha koish rakay bhai ko,0
ma sha allah ducky bhai many many congratulations for new car and fones,0
aroob is so lucky,0
respect button for ducky bhai,0
we want family vlogs with your all family like you travel to northern areas in pakistan lots of love from sweden,0
made for each other,0
bhai real ma ap kay vlog dekh kr ma roo pardta ho be hardwork,0
congratulations to you both,0
masha allah ap dono bhot cute ho allah pak ap ko asy he khush rakhy best of luck for ur feature,0
lets vote ducky bhai ignoring aroob for hours,1
aroob is too cute the way of her talking is just so beautiful,0
congratulations love with aroob reaction,0
lets vote for sayings yes to aroob for hour,0
mashallah,0
lets vote ducky bhai giving the old iphones to me,0
now thats i called real husband move who can balance everything and he clearly knows what he wants simple,0
mashaallah bhai allah pak aap ko orr baji ko nasseeeeb kry asy hi aur khusiyaab atta kreinameen pora aik humhein de do,0
day is incomplete with out your vilog,0
congratulations,0
allah always with us,0
advance congratulations for million,0
congratulations,0
congratulations ducky bhai allah pak apko ot kamyab kren ameen,0
who loves allah,0
congratulations ducky bhai for iphone por max,0
congratulations masha allah,0
congratulations maa shaa allah,0
allah pak ap dono ko khush rkhy abad rkhy ameen,0
seems good that people are changing their phones every year while my phone is growing with me every year,0
congratulations bro mashallah bro allah pak apko both both kamiyab kara allah pak apko hmesha khush raka ameen apka gar walo ko b hmesha khush raka allah pak ameen bro,0
who is proud to be part of ummat e muhammad saw,1
everything is temporary but ducky bhai is always,0
masha allah masha allah congratulations bro may allah bless you,0
aroob acting so cuteee,0
lets vote for saying yes to aroob for hours,0
aroob so nice when she said happy for you agly saal la lungi she is so down to earth girl beautiful amazing and pretty girl i like allah khush raky oe nazar e bad sa bachya ap dono ko ameen,0
boy uh youre on the peek in us hearts stay blessed with your family god bless you,1
blessings bro so happy the way u progressing great life,0
the way notification came i left my work and start watching your vlog,0
mashaallah congratulations,0
love aroobs confidence when driving new cars,0
ducky never fails to make us laugh,0
lets vote for spending hours in fortuner,0
lets vote for hours in fortuner,0
lets vote for spending hours challenge in fortuner lengender,0
i am addicted to ducky bhai channel randomly i found it and then started watching vlogs regularly,0
proud to be muslims,1
lets vote for living in hours in fortuner,0
simple routine family vlogs are more relatable and entertaining,0
only ducky bhai fans can feel the happiness of every vlog,0
who love allah,0
who is proud to be a part of ummat e muhammad saw,1
lets vote for spending hours in fortuner,0
lets vote for using bike motorcycle a day,0
lets vote for ignoring aroob for hours,1
congrats for the new fortuner legender,0
hi abbu big fan love from pakistan panda gang op,0
only ducky bhai fans can feel the happiness of daily or every vlog,0
our holly quran,1
lets vote for living hours in fortuner lets whos agree vote now,0
lets vote for ignoring aroob for hours,1
hats off to him he gave us the best effort he can afford,0
lets vote for angry on aroob for hours,0
who loves is allah,0
who feels proud to be umat e muhammad saww,1
everything is temporary but saad roasting aroob in every vlog is permanent,0
lets vote for saying yes to mother for hours,0
fun fact day is incomplete without duckys vlog,0
waiting for seeing ducky bhai in india vlog,0
who is proud of be the part of ummat e muhammad saw,1
my respect for ducky bahi is increasing day by day,0
lets vote for spending hours challenge in fortuner legender,0
love from biharindia,0
spending hours in fortuner legender,0
lets vote for saying yes to aroob for hours,0
each day with new vlog ducky bhai is preserving his memories for future,0
lets vote for ignoring aroob for hours,1
when he said at prime minister kid drive nahi karta i remembered imran khan driving himself at morning to visit the people selling stuff on road,0
love you ducky bhai btw congratulations for new car allah kare ap aise hi taraqqi karo,0
pe aroob ka reaction naughty lag raha,0
lets vote for giving fortuner drive tu muneeb,0
lets vote for saying yes to father for hours,0
who is proud to be ummat e of muhammad saw,1
mashallah allah pak buri nazar se bachaye or humeahsa khush or abaad rakhy ameen sum ameen,0
lets vote for to minutes vlog daily,0
op car,0
lets vote for spending hours challenge in fortunure legendre,0
lets vote for ignoring aroob for hours challenge,1
congrats for new fortuner and best of luck for driving,0
million is not a joke respect button for ducky bahi,0
ducky bhai before shaadi bye bye after shaadi are jauna aroobb,0
i wish that i have this car allah give me car i believe on allah,0
lets vote for ignoring aroob for hours,1
lets vote for ignoring aroob for hours,1
allah pak,0
lets vote for saying yes to muneeb for hours,0
masha allah aroob bahbi is pregnant congrats for new car,0
who loves allah,0
who is proud to be a part of ummat e muhammada,1
aroob should irritate saad for hours,0
who is proud to be shia haider karrar as,1
whenever the aroob sister drives with youyours commentary starts and make me laugh out of loud,0
love you ducky from gujranwala,0
ego attitude honest hardwork,0
lets vote for spending hours challenge in fortuner lengender,0
who is proud to be a part of ummat e muhammad saw,1
who love allah,0
lets vote for spending hours in legender,0
aroobs driving is too good,0
note the mistakewhen aroob leave the furtunarthe man says her thatmay kaam shaam se farigh hokay tumhay lenay ajawonga kaam shaam se hahaha,0
lets vote for bringing back the civic car,0
say yes for aroob api draving style,0
mashallha ap hamesha khush lagte ho allah pak apko hamesha khush rakh ameen,0
congratulations ducky bhai and his family for new car,0
lets we all appreciate the content this man and his crew makes just a masterpiece imagine whats hes gonna doing in the future,0
that moment when saad insisting his father to drive his new car is priceless,0
congratulations saad you totally deserve every bit of it,0
ducky bhai giving respect to his father and mother good manners,0
the reaction of your parents is priceless what a feel bro you have achived this,0
hello have a nice day,0
congratulations to ducky bhai and his family,0
many congratulations to ducky bhai and his family,0
challenge for ducky bhaivote for living in car for hrs,0
lets vote for saying yes to mother for hours,0
only ducky bhai fans can feel the happiness of every vlog,0
lets vote for saying yes to father for hours,0
lets vote for saying yes to family for hours,0
mashaallah,0
congratulations duckey bhai and his family for new car foruter lagender,0
in every situation this man gives us time,0
who loves allah,0
you will never disappoint your fans with your hard work soo proud of you,1
next video title is going to be this aroob ne aj first time fortuner chalai,0
lets vote for living hrs in fortuner with aroob bhabhi really its a best content for ducky bhai,0
she never failed to laugh,0
lets vote hours in fortunier,0
who loves quran,1
indiana be like ye kaya ho raha he pakistan me fortuner,0
congratulations to ducky bhai and his family,0
who is proud of be part of ummat e muhammad saw,1
dil ko sakoon milta hai quran sun kr,1
he never fail to make us laugh and congratulations,0
daily vlog is not a joke salute to this man,0
maa sha allah ducky bhai bht bht mubarik hu the reaction of parents is priceless,0
daily vlog is not a joke salute to this man,0
next helicopter bara surprise hoga mom dad k liye in sha allah,0
congratulations to ducky bhai and his family,0
isnt it awesome to earn that much watching you spending so much on your self and your family seems really awesome mashallah kash sb aesa kr paty,1
beshak allah ik ha,0
lets vote for living in fortuner for hours,0
lets vote for spending hours in fortuner,0
congratulations ducky and his familyaaa,0
lets vote for saying yes to father for hours,0
mashallah congratulations so much ducky bhai its so beautiful allah apko mubarik kare,0
honestly uncle has a much better sense of humor than ducky,0
fun fact ducky bhai is halal to eat,0
only ducky fan can feel the happiness of every vlog,0
ma sha allah congratulations ducky bhai stay blessed or nazar utaro apni cars ki or apny sadqa dien allah pak hr trhan ki nazarmasibaton sai apko or apki family ko mehfuz rakhe ameen,0
congratulations to ducky bhai and family,0
lets vote for new modification and wrap on fortuner,0
may allah bless you and your family ducky bhai watching you since,0
love your videos keep working hard and congrats on new car,0
now thats a car which matches your personality bro big car for the big guy,0
ma sha allah happy for you ducky knows well what is good bussines,0
congratulations to you ducky bhai bog bless you keep grinding,0
so beautiful car nice dicky bhai so cute car,0
this man never fails to entertain us whos agree vote now,0
congratulations bhai allah naseeb main kren ameen,0
congratulations to ducky bhai and his family,0
congratulations ducky bahi may allah more success you and your family,0
hello saad many many congratulations for your new car,0
bhi ma ap ko shuru say ap kay vlogs sakhtha hu or boht proud ha mujy ap perallah ap ko hor kamyab karay,1
congratulations saad on this huge achievement,0
lets vote for living in fortuner,0
who is proud to be part of ummat e muhammad saw,1
congratulations ducky bhi or your family on new car,0
congratulations to ducky bahi and his family,0
we love our holy quran,1
congratulations saad aroob your family,0
oh my you totally lookes like your mother theres no difference,0
legends know that they did it after ending the vlog,0
lets vote for ignoring aroob for hours,1
congratulationsmay allah pak gives you more success ameen,0
lets vote for spending hours in fortuner,0
feeling old vlogs vibes,0
ducky bhai ki mom bullet proof ha how innocent she is,0
who is proud to be a part of ummate muhammad saw,1
best feeling of every parents,0
most happiest family i ever scene,0
so its proved that a certain limit of money buys happiness after that is just for buying things as his parents reaction shows in case of this fortuner,1
lets vote for saying yes to aroob for hours,0
ducky bhai congratulations on this car,0
mashaallah for the car and their happiness,0
its a tough day for me watching your vlogs make my mood good stay blessed you both ma shaa allah allah khush rakhay muskurata rakhay,0
congratulations whole family,0
congratulations ducky bhi,0
mashallah congratulations i wish i had this car,0
we want vlogs with mom,0
congratulations ducky bhai allah apky ammi aur abu aur apko kush rakhy ameen,0
ducky bhais civic was a legend anyway congratulations on your new car may allah bless you with more,0
well deserved,0
lets vote for living in car hrs,0
lets vote for hours chellange in the fortuner,0
mashallah his parents are so proud,1
who is proud of be the part of ummat e muhammad saw,1
who is proud to be part of ummat muhammad saw,1
congratulations to ducky bhai and your family,0
ye hoti hai educated logo ki nishani aisi jagah pe bhi pehle seat belt bandha good,0
too much crazy to watch your vlogs love your every effort love from england,0
lets vote living hours in fortuner,0
who is proud to be part of ummatemuhammadsaw,1
congratulations on your new car,0
congratulations duckey bhai,0
congrats ducky bhai and aroob whether its india or pakistan owning a fortuner is always a special feeling and dream come true for majority of people love you ducky bhai,0
congrats ducky bhai and aroob whether its india or pakistan owning a fortuner is always a special feeling and dream come true for majority of people,0
wow congrats enjoy cruising in your brand new fortuner legender its a beast,0
kon kon reel dekh kr aaya hai,0
congrats ducky bhai this is called day and night effort may allah succeed you more in ur life,0
congratulations ducky bhai aroob and your family fortuner is equally loved in india and pakistan,0
congratulations for the new car stay blessedstay safe,0
congratulations ducky bhai no doubt this all is just because of your hardwork and dedication,0
congratulations ducky bhai living in the dreams,0
he never fails us to entertain,0
congratulations to dicky bhai on the new car thats one sleek ride for the future keep cruising in style,0
congratulations ducky bhai allah pak apko naseeb kre or bht bht zaida taraki de ameen,0
the light indicator scene is amazing,0
congratulations ducky bhai and aroob no doubt this all is just because of your hardwork and dedication,0
congratulations saad bhai new people will say wow very easy to buy fortuner or a big car but old subscribers are only who followed you in starting of your channel and are only people who know your hard work,0
congratulations ducky bhai no doubt this all is just because of your hardwork and dedication,0
congratulations ducky bhiallah ap ko hor dey or kush raky ap koor bhi jo be mera comment deky tu koi be hasd na kary bhi seallah sab ko deta ha,0
congratulations ducky bhai no doubt this all is just because of your hardwork and dedication,0
congratulations for your new car,0
fortuner legender is very popular car in india congratulations for the new car love from india,0
i felt very happy when i saw title of this videoi felt as if i bought this carfrom my childhood this is my dream carand one day inshaallah i will get it by hard workmay allah bless all the hardworking people with their dreams congratulations from the core of my heart,0
congrats ducky bhai for your new car you have made a lot hardwork and this is the result of that hardwork that allah have given u success in your life and u will be given more success in future inshallah big fan from rawalpindi love u ducky bhai,0
ducky bhai i am from australia alots of love and congratulations for ur new car i am so happy that my bro got his new car god bless u and always protect u from evil,1
mashaallah congratulations ducky bhai may allah give more success to you im very happy for you mashaallah,0
its not power of fortuner its power of ducky bhai,0
duckey bhai never fail us to entertain,0
a great choice being an indian i would definitely say linr is way too worthy for the car also please dont just park this beast like etron use it to the fullest congratulations saad bhai,0
these achievements are nothing in front of ducky struggles,0
this man never fails to entertain us whos agree vote now,0
ya allah zindagi my itna ameer kr dy hamy bhi ameen saad bhai ap ko bhi mubarak ho new car ki,0
m is not a joke respect button for ducky bhai,0
may allah blessed you with more new cars,0
he never fails us entertain,0
mujay pehlay hi pata tha fortuner ani hai but bhabi ki feelings,0
congratulations ducky bhai love from india,0
mashallah ducky bhai allahpak aise hi data raha inshallah,0
mashaallah many many congratulations may allah protect you and your family and your success from bad eyes wesy i knew it koi fortuner type hi car aarahi hai and i guessed it right,0
wow ducky bhai new car is a glimpse into the future of transportation may every drive be filled with excitement and futuristic vibes,0
congrats saad bhai for new car thanx for made my day,0
mubarkaaaannnn subhanallah,0
congratulations bro love from india delhi,0
mashaallah saad bhai congrates,0
hes just unbelievable congratulations for new car,1
may allah give you more and more and grant you high rank in every aspect of your life once again congrats on your special day,0
congrats ducky as you got the most hyped up car of india,0
who is proud to be a part of ummat e muhammad saw,1
congratulation ducky bhai for new car may allah give you more success,0
congratulations allah pak naseeb kry ameen,0
lets vote for ignoring prank on aroob for hrs,0
soo happy for your new car ma sha allah,0
love from india allah khush rakhe drive safe bro,0
congratulations ducky bhai aroob and your family,0
congratulations ducky bhai and family may allah give you many more and success in life inshallah and now we are waiting for trip with moneeb in fortuner legender inshallah see you tomorrow,0
who is proud to be a part of ummate mahammad saw,1
million is not a joke respect for ducky,0
your new car is a true work of art drive it with pride and passion,0
congratulations keep shining everyday day and keep motivating us,0
that fueling price increasing is funny,0
congrats ducky bhai for your new cars,0
mashallah congratulations brother on your new car love it,0
congrats saad and aroob may allah pak give you more success ameeeeeeen suma ameeeeeen,0
mins silence for those who thinks aroob didnt knew already,0
congratulations for new car ducky bhai,0
that alright congratulations may allah gave you more with healthy life,0
i knew it you getting this car luv u ducky your success feels personal,0
congratulations allah pak naseeb kre,0
a straightforward approach like buying a big car through uber simplicity can be quite admirable in a world that often focuses on luxury,0
very very congratulations ducky bhai your are really a great polite and success man a love from your very very very great fan meri bht khwahish h k ma ap se miloun,0
proud to be part of ummetemuslima,1
mashaallah many many congratulations this is all possible only due to your hard work,0
mashallah allah or kamyab kre or nazer e bad se bachaye and congratulations duckybhai,0
sooooo happy for you ducky bhiii may your all wishes come true onces again congratulations stay blessed,0
mashaallah brother allah pak nazre bad se bachaye,0
maa shaa allah feeling very happy for you ducky bhai,0
many many congratulations brother may allah gave you more and more and waiting for your tomorrow vlog,0
mubarak ho ducky sahab aapka you achieved this by ur hardwork and dedication,0
million is not a joke salute to ducky bhai,0
congratulations man you deserve it excellent x,0
congratulations you deserve this,0
he never fails to entertain,0
congratulations saad bhai keep smiling moving,0
congratulate ducky for your marvellous car,0
congratulations ducky bhai may allah bless you,0
mnot a joke respect button for ducky bro,0
assalam o alaikum khair mubariq saad bhai,0
congratulations ducky bhai for new car,0
congratulation ducky bhai and aroob mashallah may allah protect you and your family from evil eyes,0
congratulations ducky bhai may allah bless you with more,0
ma sha allah congratulations bro its my dream car i will get it one day inshaallah again congrats to you,0
nice video,0
congratulations for new car and congratulations on crossing billion views on youtube,0
congratulations didnt expect this,0
congratulations for new car saad you deserve many more inshallah,0
congratulations ducky bhai allah pak apko buri se bache ameen,0
congratulations for a brand new car ducky bhai,0
wow many many congratulations for you ducky bhai may allah bless you and your family,0
congratulations saad bhai mashallah always be happy,0
congratulations for brand new car,0
congratulations to fortunerallah ap ka nasseb ma kara,0
congratulations feel to happiness for ducky bhai may allah bless you,0
teri hoi na hundi zindagi zindabaad httpsyoutubewuxxwxcvq,0
your energy was on top in the start of the vlog literally made my day i believe so after performing prayer its the second thing i am doing while walking on the bank of a small green river,0
dil ko sakoon milta hai quran sun kr,1
who is proud to be a part of ummat e muhammad saw,1
who is proud to be a part of ummate muhammed saww,1
a day is incomplete without duckies vlog,0
only car lovers can feel this pain,0
who is proud to be part of ummat e muhammad saw,1
thats the pro successful persons approach move on accept the change try experience the new never attach to materialistic things super mindset ducky bhai,0
i cried like crazy when i sold my first car it almost feels as if its a real person that you are letting go of i wish i earn enough someday that i would be able to buy that car again and just keep it with me,1
who is proud of be the part of ummat e muhammad saw,1
fun fact in todays vlog aroob won car guys hearts,0
waiting for the vlog whose title will be mai baap banny wala houn,0
who is proud to be a part of ummat e muhammad saw,1
lets vote for ignoring aroob for hour,1
million is not a joke respect button for ducky,0
i am proud of youducky bhai,1
who is proud to be a part ummat hazrat muhammad saw,1
lets vote for saying yes to mummy for hours,0
lets vote for saying yes to aroob for hours,0
congratulations in advance ducky bhai for new fortuner,0
respect button for ducky million subscribers is not a joke,0
lets vote for bringing back the car,0
respect button for ducky bhai,0
lets vote for saying yes to father,0
day is incomplete without your vlog ducky love from india,0
aroob is a true car lover,0
this man never fails to entertain us whos agree vote now,0
nice video,0
million is not a joke respect button for ducky,0
the surprise that is coming up is any suv car,0
congrats for billion views on youtube its not a joke to have approx million subs and have over billion views on youtube proud that he is a pakistani,1
congratulations for the new car fortuner,0
we can feel the pain of saying good bye to daily driven car,0
ducky bai many many congratulations for crossing billion views love you bother for this crazy content,0
with the blessing of allah ducky bais channel completed billion views many many congratulations bai we want your reaction brother on billion views completion,0
congratulations for new fortune car,0
who loves quran,1
congrats ducky bhai on crossing billion views on youtube,0
i never sit on a bike before marriage but after marriage when husband face conflict from his family we move out and left everything we own a bike now and hope one day we buy our car together,0
congratulations for new fortuner,0
its a emotiona moment for aroob api because she is very attached,0
who is proud to be part of ummat e muhammad saw,1
who is proud to be ummat e muslima,1
mashallah congratulations for new fortuner,0
i also sold my civic months ago missing it so much and your vlog made me miss that car so much,0
congratulations ducky bhai for fortuner,0
the way ducky ignore the emotions of aroob the real roaster londa,0
mashaallah,0
ducky bhai always love nd full support for u,0
i always feel proud to be a part off ummet muhammad saw,1
congratulations ducky bhai for your new fortuner legender,0
vote for ignoring prank with aroob for hours challenge,0
lets vote for ignoring aroob for hours challenge,1
its new home yes its new home dickey bhai buying new home,0
ducky bai congrats for crossing billion views on the entire channel mubarak ho bai,0
ducky bhai congratulations for billion views on your youtube channelm currently ducky bhai is the first pakistani youtuber to achieve this mark and advance congratulations for m subscribers,0
yaar will definitely miss civic itni yadein haa yarrrrr tug of war especially itnay vlogg,0
ducky bhai always give smile on fans face,0
was epic,0
i think hes gonna surprise us with hyundai santa fe,0
congrats on b bro,0
congratulations for billion views complete,0
i am sure ducky bhai is going to buy toyota fortuner,0
we miss civic,0
we will miss civic ducky bhai,0
how is proud to be a part of ummat e muhammad saw,1
aroos feelings are precious,0
duckey bhai fortuner will surely suite your personalityand congrats for the new fortuner,0
congratulations ducky bahi new car fortuner ka liya,0
so so sad so many memories with this car this car was the symbol of you,0
,0
who is proud to be ummat e muhammad saw i love allah i love hazrat muhammad saw,1
agree with aroob my own car is mileage but will never sell it still use it,0
aroob the car lover,0
ducky raising price of his car by touching and kissing it lol,0
congratulations ducky bhai for subscribers ducky army,0
who is proud to be a part of ummate muhammad saw,1
i can understand your feelings,0
love your vlogs and big fan love your voice and your content is amazing love your car miss your old car,0
ducky bhai k new vlog ma new toyota fortuner aaa rhi ha advanced congratulations ducky bhai,0
siuuuuu respect button for ducky bhai,0
lets vote for new super bike,0
best thing about ducky bhai is that k vo hamain bta daty hain k surprise wali video din main hi aa jaye gi,0
ma shaa allah beautiful couple sada khush rehein aameen,0
quran is the best of all books,1
